Date,Symbol,Unadjusted_Open,Unadjusted_High,Unadjusted_Low,Unadjusted_Close,Unadjusted_Volume
2013-12-16,TSLA,148.5,150.43,146.1,147.94,6675276
2013-12-17,TSLA,146.9,154.63,146.32,152.46,10494969
2013-12-18,TSLA,152.24,154.9,145.95,147.98,11581897
2013-12-19,TSLA,146.9,147.0,139.1,140.72,12758613
2013-12-20,TSLA,141.89,144.35,141.58,143.24,7422537
2013-12-23,TSLA,144.85,146.24,142.6,143.55,5385506
2013-12-24,TSLA,150.0,154.97,149.82,151.41,9941485
2013-12-26,TSLA,155.0,158.0,154.29,155.5,7129526
2013-12-27,TSLA,155.3,155.5,150.8,151.12,5469064
2013-12-30,TSLA,151.12,154.81,150.75,152.44,4472076
2013-12-31,TSLA,152.33,153.2,148.66,150.43,4266710
2014-01-02,TSLA,149.8,152.48,146.55,150.1,6195355
2014-01-03,TSLA,150.0,152.19,148.6,149.56,4698839
2014-01-06,TSLA,150.0,150.4,145.24,147.0,5367320
2014-01-07,TSLA,147.58,150.4,145.25,149.36,5041806
2014-01-08,TSLA,148.85,153.7,148.76,151.28,6166674
2014-01-09,TSLA,152.5,153.43,146.85,147.53,5388905
2014-01-10,TSLA,148.46,148.9,142.25,145.72,7450531
2014-01-13,TSLA,145.63,147.0,137.82,139.34,6324647
2014-01-14,TSLA,140.5,162.0,136.67,161.27,27935828
2014-01-15,TSLA,168.28,172.23,162.1,164.13,20488981
2014-01-16,TSLA,162.5,172.7,162.4,170.97,11982099
2014-01-17,TSLA,170.19,173.2,167.95,170.01,9216028
2014-01-21,TSLA,171.24,177.29,170.81,176.68,9745765
2014-01-22,TSLA,177.9,180.32,174.76,178.56,7036758
2014-01-23,TSLA,177.23,182.38,173.42,181.5,7899515
2014-01-24,TSLA,177.85,180.48,173.53,174.6,7711296
2014-01-27,TSLA,175.0,177.92,164.71,169.62,8737773
2014-01-28,TSLA,171.5,178.98,171.0,178.38,6128237
2014-01-29,TSLA,175.3,179.09,173.13,175.23,5956817
2014-01-30,TSLA,178.0,184.78,177.01,182.84,8575210
2014-01-31,TSLA,178.85,186.0,178.51,181.41,6512951
2014-02-03,TSLA,182.89,184.88,175.16,177.11,6778609
2014-02-04,TSLA,180.01,181.6,176.2,178.73,4690883
2014-02-05,TSLA,178.3,180.59,169.36,174.42,7275952
2014-02-06,TSLA,176.36,180.11,176.0,178.38,5847953
2014-02-07,TSLA,181.01,186.63,179.6,186.53,8964054
2014-02-10,TSLA,189.34,199.3,189.32,196.56,12989286
2014-02-11,TSLA,198.97,202.2,192.7,196.62,10734472
2014-02-12,TSLA,195.78,198.27,194.32,195.32,5181313
2014-02-13,TSLA,193.34,202.72,193.25,199.63,8174049
2014-02-14,TSLA,198.0,201.88,197.0,198.23,6173462
2014-02-18,TSLA,205.1,206.0,201.36,203.7,9355871
2014-02-19,TSLA,203.7,203.7,193.41,193.64,16419899
2014-02-20,TSLA,214.99,215.21,206.27,209.97,18022262
2014-02-21,TSLA,211.19,213.98,209.19,209.6,7828981
2014-02-24,TSLA,208.58,218.36,208.32,217.65,8303133
2014-02-25,TSLA,230.0,259.2,228.45,248.0,32797000
2014-02-26,TSLA,258.58,265.0,247.5,253.0,24771194
2014-02-27,TSLA,261.47,261.9,248.33,252.54,17970707
2014-02-28,TSLA,250.0,252.68,242.55,244.81,14612693
2014-03-03,TSLA,236.79,251.65,234.99,250.56,13109303
2014-03-04,TSLA,258.41,260.0,252.83,254.84,8765392
2014-03-05,TSLA,256.72,256.99,251.8,252.66,5946736
2014-03-06,TSLA,254.14,257.5,249.45,252.94,7374719
2014-03-07,TSLA,252.94,254.85,244.41,246.21,7818465
2014-03-10,TSLA,242.7,243.0,236.06,238.84,7745751
2014-03-11,TSLA,236.16,244.6,232.43,234.41,8836349
2014-03-12,TSLA,231.13,247.5,231.11,241.49,9763911
2014-03-13,TSLA,243.79,244.19,234.0,237.79,6236325
2014-03-14,TSLA,235.29,236.94,228.32,230.97,8289733
2014-03-17,TSLA,235.0,237.93,230.5,233.98,5912592
2014-03-18,TSLA,236.95,241.5,235.02,240.04,6242349
2014-03-19,TSLA,241.39,241.55,233.51,235.84,5071327
2014-03-20,TSLA,236.01,239.25,233.36,234.91,3817905
2014-03-21,TSLA,236.0,236.2,227.5,228.89,8227311
2014-03-24,TSLA,229.75,229.9,210.27,220.17,11332947
2014-03-25,TSLA,224.14,227.05,217.9,220.44,7865375
2014-03-26,TSLA,221.56,222.6,211.35,212.96,6907306
2014-03-27,TSLA,212.21,213.6,203.0,207.32,9505307
2014-03-28,TSLA,212.8,216.72,210.27,212.37,9684761
2014-03-31,TSLA,216.73,216.75,206.39,208.45,8380023
2014-04-01,TSLA,209.02,218.16,208.58,216.97,7371422
2014-04-02,TSLA,220.0,230.89,218.05,230.29,10782251
2014-04-03,TSLA,230.3,235.73,222.0,225.4,10923734
2014-04-04,TSLA,226.01,228.27,211.25,212.22,11308396
2014-04-07,TSLA,205.81,216.2,203.51,207.52,9855478
2014-04-08,TSLA,210.0,216.49,206.42,215.46,6889296
2014-04-09,TSLA,217.02,218.45,210.89,216.93,5157923
2014-04-10,TSLA,216.82,217.5,203.79,204.19,7211492
2014-04-11,TSLA,200.75,207.0,198.6,203.78,9071300
2014-04-14,TSLA,207.6,208.44,194.41,198.09,7703031
2014-04-15,TSLA,199.09,199.29,184.32,193.91,13667071
2014-04-16,TSLA,197.0,199.99,190.82,199.11,7205319
2014-04-17,TSLA,199.61,202.29,194.08,198.12,5929506
2014-04-21,TSLA,197.08,206.2,194.0,204.38,5266490
2014-04-22,TSLA,206.36,219.33,205.01,218.64,9809333
2014-04-23,TSLA,216.33,216.74,207.0,207.99,7295609
2014-04-24,TSLA,210.8,212.8,203.2,207.86,5504768
2014-04-25,TSLA,202.0,206.7,197.65,199.85,6996658
2014-04-28,TSLA,199.99,203.79,190.5,198.51,7041983
2014-04-29,TSLA,198.21,207.15,195.53,206.92,5787369
2014-04-30,TSLA,203.6,208.16,201.28,207.89,4443453
2014-05-01,TSLA,207.08,214.02,205.69,207.73,5444670
2014-05-02,TSLA,208.6,211.36,206.52,210.91,4091394
2014-05-05,TSLA,209.45,217.69,208.52,216.61,5152343
2014-05-06,TSLA,216.58,218.66,206.85,207.28,5636725
2014-05-07,TSLA,209.64,210.2,197.25,201.35,10179291
2014-05-08,TSLA,182.25,194.4,178.0,178.59,20056591
2014-05-09,TSLA,180.0,183.4,177.22,182.26,8495159
2014-05-12,TSLA,183.87,187.19,179.88,184.67,7004330
2014-05-13,TSLA,183.86,191.34,183.0,190.16,7097242
2014-05-14,TSLA,188.95,193.48,187.1,190.62,5414945
2014-05-15,TSLA,189.98,192.66,185.3,188.59,6046139
2014-05-16,TSLA,189.0,192.04,187.72,191.56,4489312
2014-05-19,TSLA,190.72,196.89,190.0,196.09,4571660
2014-05-20,TSLA,196.94,199.33,193.07,195.3,5553877
2014-05-21,TSLA,196.02,199.87,194.79,199.45,5290755
2014-05-22,TSLA,200.0,206.88,199.56,204.88,6216255
2014-05-23,TSLA,204.53,207.76,202.5,207.3,4010931
2014-05-27,TSLA,208.52,213.87,207.7,211.56,5346788
2014-05-28,TSLA,210.0,212.77,205.26,210.24,5496278
2014-05-29,TSLA,210.57,212.49,207.72,210.24,3694596
2014-05-30,TSLA,210.6,214.8,207.02,207.77,5586068
2014-06-02,TSLA,207.33,209.35,201.67,204.7,4668115
2014-06-03,TSLA,203.49,208.0,202.59,204.94,3866182
2014-06-04,TSLA,204.35,206.26,200.4,203.99,3434502
2014-06-05,TSLA,204.47,209.2,204.05,206.9,4059285
2014-06-06,TSLA,209.75,210.81,207.18,208.17,3074900
2014-06-09,TSLA,207.95,209.99,204.2,205.31,2813066
2014-06-10,TSLA,204.47,206.97,201.55,202.3,3522336
2014-06-11,TSLA,201.5,205.0,199.25,204.47,3980491
2014-06-12,TSLA,205.1,209.88,202.71,203.52,5997144
2014-06-13,TSLA,204.39,206.79,201.58,206.42,3546789
2014-06-16,TSLA,206.31,225.49,206.26,224.61,13246352
2014-06-17,TSLA,224.0,235.54,222.85,231.67,13304907
2014-06-18,TSLA,231.41,231.71,226.12,227.12,6947053
2014-06-19,TSLA,228.88,235.31,227.0,227.79,8801907
2014-06-20,TSLA,228.32,231.29,226.2,229.59,4908077
2014-06-23,TSLA,229.51,238.99,228.22,237.22,7800189
2014-06-24,TSLA,238.78,241.88,231.63,232.5,8081109
2014-06-25,TSLA,233.09,237.55,230.24,236.89,5803257
2014-06-26,TSLA,237.17,240.4,234.21,235.6,5122972
2014-06-27,TSLA,234.69,240.0,234.5,239.06,5638787
2014-06-30,TSLA,239.55,244.49,239.0,240.06,4833602
2014-07-01,TSLA,242.46,243.44,238.7,239.72,4341242
2014-07-02,TSLA,240.66,242.33,227.07,229.43,8035072
2014-07-03,TSLA,231.44,231.9,224.0,229.25,5166716
2014-07-07,TSLA,227.41,229.78,220.4,222.66,5901080
2014-07-08,TSLA,218.75,220.96,214.27,219.07,7846165
2014-07-09,TSLA,221.3,224.22,219.21,223.06,4117729
2014-07-10,TSLA,217.34,222.22,216.04,219.46,4865246
2014-07-11,TSLA,220.4,221.6,217.6,218.13,3307113
2014-07-14,TSLA,219.99,228.79,215.45,226.7,7208573
2014-07-15,TSLA,226.73,227.65,218.1,219.58,5732031
2014-07-16,TSLA,221.82,224.8,216.82,217.16,4051097
2014-07-17,TSLA,216.16,220.55,213.6,215.4,4650956
2014-07-18,TSLA,215.95,221.21,215.93,220.02,4260618
2014-07-21,TSLA,217.25,223.21,216.72,220.54,3825251
2014-07-22,TSLA,222.19,223.3,219.11,219.58,2732485
2014-07-23,TSLA,220.01,224.75,219.43,222.49,3088731
2014-07-24,TSLA,223.25,225.1,220.8,223.54,3248410
2014-07-25,TSLA,222.72,226.97,221.75,223.57,3090383
2014-07-28,TSLA,224.25,232.0,221.4,224.82,6517611
2014-07-29,TSLA,226.61,228.3,224.86,225.01,3387187
2014-07-30,TSLA,221.92,229.6,221.04,228.92,4927823
2014-07-31,TSLA,229.26,231.4,221.5,223.3,7749058
2014-08-01,TSLA,226.09,237.5,226.0,233.27,11898133
2014-08-04,TSLA,234.38,240.5,233.27,238.52,5967406
2014-08-05,TSLA,237.47,242.99,235.69,238.49,5388581
2014-08-06,TSLA,238.9,251.42,238.58,248.93,9249265
2014-08-07,TSLA,250.12,256.69,249.12,252.39,7478926
2014-08-08,TSLA,251.16,251.76,246.5,248.13,5099061
2014-08-11,TSLA,255.48,263.74,255.0,259.32,8101276
2014-08-12,TSLA,258.08,260.3,254.58,259.96,6390412
2014-08-13,TSLA,262.01,265.64,259.61,260.31,6932628
2014-08-14,TSLA,262.49,263.0,258.54,261.38,4126634
2014-08-15,TSLA,261.48,262.09,258.5,262.01,3867874
2014-08-18,TSLA,263.25,267.26,259.75,259.94,5849231
2014-08-19,TSLA,258.87,259.33,251.62,256.76,5340136
2014-08-20,TSLA,254.67,258.74,253.0,255.71,3027863
2014-08-21,TSLA,256.52,258.8,253.26,254.34,2919241
2014-08-22,TSLA,254.54,256.95,252.61,256.78,2836959
2014-08-25,TSLA,258.19,263.68,258.19,262.55,4318053
2014-08-26,TSLA,264.98,265.5,261.66,261.74,3822572
2014-08-27,TSLA,263.5,264.24,260.29,263.25,2990532
2014-08-28,TSLA,261.89,264.48,261.64,263.86,2854737
2014-08-29,TSLA,268.7,272.0,267.51,269.7,6453958
2014-09-01,TSLA,275.5,284.89,274.3,269.7,6453958
2014-09-02,TSLA,275.5,284.89,274.3,284.12,9852351
2014-09-03,TSLA,287.67,288.0,280.1,281.19,6779735
2014-09-04,TSLA,284.01,291.42,280.4,286.04,8341749
2014-09-05,TSLA,282.55,282.9,272.51,277.39,11176167
2014-09-08,TSLA,277.62,284.88,277.52,282.11,5505040
2014-09-09,TSLA,282.99,285.49,277.0,278.48,4567958
2014-09-10,TSLA,279.5,281.41,273.66,281.1,3785988
2014-09-11,TSLA,280.46,284.79,278.63,280.31,3768584
2014-09-12,TSLA,280.5,282.39,277.0,279.2,3328302
2014-09-15,TSLA,274.37,274.4,249.13,253.86,16464952
2014-09-16,TSLA,255.15,262.46,252.42,260.74,8303972
2014-09-17,TSLA,262.41,264.7,259.5,261.38,5179923
2014-09-18,TSLA,263.36,265.6,262.32,263.82,3699314
2014-09-19,TSLA,257.99,261.43,255.27,259.32,6811714
2014-09-22,TSLA,255.0,256.02,244.71,250.03,8222963
2014-09-23,TSLA,245.22,253.8,245.0,250.41,5660048
2014-09-24,TSLA,251.12,252.84,247.04,252.14,3754376
2014-09-25,TSLA,252.52,254.96,246.1,246.95,4843712
2014-09-26,TSLA,248.25,249.73,246.07,246.6,3798841
2014-09-29,TSLA,244.0,248.64,241.38,245.26,4854687
2014-09-30,TSLA,246.92,247.65,240.12,242.68,4248127
2014-10-01,TSLA,242.2,242.66,235.65,240.24,5946510
2014-10-02,TSLA,250.2,252.79,245.36,251.42,9002001
2014-10-03,TSLA,253.06,256.5,251.03,255.21,5408665
2014-10-06,TSLA,259.13,262.49,257.8,260.62,7719055
2014-10-07,TSLA,258.53,261.46,255.73,259.57,4491569
2014-10-08,TSLA,260.1,262.88,252.64,259.28,5062615
2014-10-09,TSLA,262.25,265.54,254.4,257.01,7361316
2014-10-10,TSLA,244.64,245.89,235.2,236.91,12898275
2014-10-13,TSLA,238.57,238.96,221.0,224.59,11276552
2014-10-14,TSLA,228.25,232.47,223.0,227.06,7112339
2014-10-15,TSLA,220.0,230.99,217.32,229.7,9151648
2014-10-16,TSLA,219.72,229.92,219.1,226.35,5404565
2014-10-17,TSLA,233.38,234.77,226.55,227.48,10551850
2014-10-20,TSLA,226.72,232.4,225.51,230.47,3499686
2014-10-21,TSLA,234.27,235.39,230.8,235.34,4130345
2014-10-22,TSLA,233.19,237.39,230.56,231.1,4123397
2014-10-23,TSLA,234.66,236.28,232.0,235.29,3499882
2014-10-24,TSLA,236.27,237.8,231.2,235.24,3466927
2014-10-27,TSLA,234.25,234.61,220.31,221.67,9553348
2014-10-28,TSLA,229.6,244.6,228.25,242.77,10516297
2014-10-29,TSLA,241.13,241.5,235.64,238.1,4967640
2014-10-30,TSLA,238.14,240.5,235.06,238.66,3228371
2014-10-31,TSLA,242.51,243.12,238.75,241.7,3775327
2014-11-03,TSLA,243.0,247.56,241.32,242.59,4207268
2014-11-04,TSLA,240.49,242.35,236.53,238.93,3682572
2014-11-05,TSLA,241.0,241.36,230.53,230.97,9045925
2014-11-06,TSLA,234.49,246.69,228.5,241.22,15354717
2014-11-07,TSLA,242.19,242.84,237.2,240.2,5161023
2014-11-10,TSLA,239.11,242.88,236.8,241.93,4577208
2014-11-11,TSLA,242.55,251.82,242.0,251.08,7952565
2014-11-12,TSLA,249.72,252.34,245.58,249.1,5870818
2014-11-13,TSLA,250.62,255.75,250.25,251.7,6236036
2014-11-14,TSLA,250.0,258.85,248.5,258.68,6101145
2014-11-17,TSLA,257.49,259.0,252.02,253.98,4025695
2014-11-18,TSLA,255.86,259.99,255.51,257.7,4474294
2014-11-19,TSLA,250.61,251.88,245.6,247.74,7918486
2014-11-20,TSLA,247.95,250.93,246.0,248.71,3587220
2014-11-21,TSLA,252.21,252.78,242.17,242.78,7485059
2014-11-24,TSLA,245.2,247.6,240.64,246.72,4789708
2014-11-25,TSLA,247.35,249.72,246.09,248.09,3159804
2014-11-26,TSLA,248.34,249.0,246.6,248.44,1981819
2014-11-27,TSLA,248.34,249.0,246.6,248.44,1981819
2014-11-28,TSLA,245.35,246.69,242.52,244.52,2119688
2014-12-01,TSLA,241.16,242.47,229.01,231.64,8619351
2014-12-02,TSLA,234.57,234.88,228.0,231.43,5887046
2014-12-03,TSLA,226.25,229.72,225.5,229.3,5307733
2014-12-04,TSLA,228.6,230.9,227.81,228.28,3879208
2014-12-05,TSLA,228.67,229.39,222.26,223.71,6063619
2014-12-08,TSLA,221.54,224.86,212.34,214.36,9225619
2014-12-09,TSLA,209.34,217.73,204.27,216.89,9431502
2014-12-10,TSLA,214.13,216.77,207.7,209.84,7314139
2014-12-11,TSLA,210.53,215.43,208.23,208.88,6694398
2014-12-12,TSLA,204.82,211.68,204.5,207.0,7173782
2014-12-15,TSLA,209.29,209.8,202.67,204.04,5218252
2014-12-16,TSLA,200.89,203.68,195.37,197.81,8426105
2014-12-17,TSLA,193.06,206.65,192.65,205.82,7367834
2014-12-18,TSLA,212.38,218.44,211.8,218.26,7483349
2014-12-19,TSLA,220.19,220.4,214.5,219.29,6910461
2014-12-22,TSLA,220.0,224.06,218.26,222.6,4806917
2014-12-23,TSLA,223.81,224.31,219.52,220.97,4513321
2014-12-24,TSLA,219.77,222.5,219.25,222.26,1333518
2014-12-26,TSLA,221.51,228.5,221.5,227.82,3327016
2014-12-29,TSLA,226.9,227.91,224.02,225.71,2811828
2014-12-30,TSLA,223.99,225.65,221.4,222.23,2903242
2014-12-31,TSLA,223.09,225.68,222.25,222.41,2402097
2015-01-02,TSLA,222.87,223.25,213.26,219.31,4764443
2015-01-05,TSLA,214.55,216.5,207.16,210.09,5368477
2015-01-06,TSLA,210.06,214.2,204.21,211.28,6261936
2015-01-07,TSLA,213.35,214.78,209.78,210.95,2968390
2015-01-08,TSLA,212.81,213.8,210.01,210.62,3442509
2015-01-09,TSLA,208.92,209.98,204.96,206.66,4668295
2015-01-12,TSLA,203.05,204.47,199.25,202.21,5950280
2015-01-13,TSLA,203.32,207.61,200.91,204.25,4477320
2015-01-14,TSLA,185.83,195.2,185.0,192.69,11551855
2015-01-15,TSLA,194.49,195.75,190.0,191.87,5216524
2015-01-16,TSLA,190.7,194.49,189.65,193.07,3603158
2015-01-20,TSLA,193.87,194.12,187.04,191.93,4503182
2015-01-21,TSLA,189.55,198.68,189.51,196.57,4153043
2015-01-22,TSLA,197.0,203.24,195.2,201.62,4116905
2015-01-23,TSLA,200.29,203.5,198.33,201.29,3442371
2015-01-26,TSLA,201.83,208.62,201.05,206.55,3234522
2015-01-27,TSLA,204.42,208.03,203.3,205.98,2781024
2015-01-28,TSLA,206.11,206.37,198.42,199.37,3149606
2015-01-29,TSLA,201.07,205.98,196.5,205.2,3548106
2015-01-30,TSLA,203.96,207.47,203.0,203.6,3006959
2015-02-02,TSLA,203.97,211.95,203.3,210.94,4149186
2015-02-03,TSLA,213.22,220.37,211.27,218.36,4826244
2015-02-04,TSLA,218.29,221.48,216.8,218.55,3305377
2015-02-05,TSLA,219.88,225.48,219.64,220.99,3522947
2015-02-06,TSLA,222.0,223.4,216.5,217.36,3243931
2015-02-09,TSLA,215.38,217.93,211.99,217.48,3472423
2015-02-10,TSLA,217.55,220.5,215.0,216.29,5390542
2015-02-11,TSLA,212.21,214.74,207.28,212.8,9769102
2015-02-12,TSLA,193.57,203.09,193.28,202.88,15649607
2015-02-13,TSLA,202.9,205.99,200.91,203.77,6191003
2015-02-17,TSLA,205.7,205.7,201.5,204.35,3979647
2015-02-18,TSLA,204.17,206.17,202.6,204.46,2713598
2015-02-19,TSLA,205.0,212.44,203.75,211.71,5154148
2015-02-20,TSLA,210.78,217.6,209.81,217.11,5982089
2015-02-23,TSLA,215.66,218.2,206.33,207.34,8499775
2015-02-24,TSLA,207.29,207.29,201.7,204.11,6603560
2015-02-25,TSLA,204.94,207.14,202.58,203.76,3909520
2015-02-26,TSLA,204.0,211.09,202.22,207.19,6472855
2015-02-27,TSLA,206.9,208.55,202.8,203.34,3882084
2015-03-02,TSLA,202.7,203.34,195.82,197.32,7922065
2015-03-03,TSLA,196.81,200.24,195.32,199.56,4432329
2015-03-04,TSLA,199.25,202.52,197.21,202.44,4221962
2015-03-05,TSLA,202.85,206.19,200.15,200.63,4877015
2015-03-06,TSLA,199.21,200.75,192.15,193.88,6712438
2015-03-09,TSLA,194.39,194.49,188.25,190.88,6736724
2015-03-10,TSLA,188.46,193.5,187.6,190.32,5579691
2015-03-11,TSLA,191.15,196.18,191.01,193.74,4974871
2015-03-12,TSLA,193.75,194.45,189.75,191.07,4149294
2015-03-13,TSLA,188.95,191.75,187.32,188.68,5434298
2015-03-16,TSLA,192.0,195.91,189.8,195.7,5628783
2015-03-17,TSLA,195.43,198.71,193.94,194.73,4894052
2015-03-18,TSLA,194.96,200.88,193.11,200.71,4820936
2015-03-19,TSLA,202.0,204.59,194.53,195.65,8475244
2015-03-20,TSLA,197.45,198.99,195.62,198.08,4269467
2015-03-23,TSLA,198.5,200.5,197.47,199.63,2631626
2015-03-24,TSLA,201.58,203.79,199.75,201.72,3649860
2015-03-25,TSLA,198.27,198.59,192.7,194.3,5730389
2015-03-26,TSLA,193.92,194.79,189.7,190.41,4127956
2015-03-27,TSLA,189.07,189.29,181.4,185.0,8604947
2015-03-30,TSLA,185.85,192.25,181.8,190.57,10089516
2015-03-31,TSLA,193.53,193.76,188.41,188.77,5026569
2015-04-01,TSLA,188.7,192.3,186.05,187.59,3794621
2015-04-02,TSLA,190.23,193.23,190.0,191.0,5010368
2015-04-06,TSLA,198.0,207.75,197.5,203.1,12455811
2015-04-07,TSLA,202.51,205.06,201.14,203.25,4347864
2015-04-08,TSLA,208.2,210.9,205.87,207.67,6303117
2015-04-09,TSLA,208.43,210.37,206.12,210.09,3800225
2015-04-10,TSLA,209.85,211.65,209.0,210.9,4067676
2015-04-13,TSLA,210.44,213.0,209.05,209.78,3758230
2015-04-14,TSLA,208.57,209.49,205.5,207.46,3025963
2015-04-15,TSLA,207.46,209.59,206.6,207.83,1952378
2015-04-16,TSLA,207.7,209.17,206.29,206.7,1659059
2015-04-17,TSLA,204.99,206.88,203.5,206.79,2469926
2015-04-20,TSLA,206.78,207.85,203.85,205.27,2559251
2015-04-21,TSLA,205.8,210.75,204.31,209.41,3432541
2015-04-22,TSLA,212.5,221.88,211.69,219.44,7863037
2015-04-23,TSLA,218.27,221.48,217.15,218.6,4411184
2015-04-24,TSLA,220.5,220.8,218.01,218.43,2427843
2015-04-27,TSLA,222.56,238.75,222.0,231.55,11672627
2015-04-28,TSLA,234.75,235.5,228.03,230.48,6085379
2015-04-29,TSLA,230.05,234.97,227.63,232.45,3936077
2015-04-30,TSLA,230.39,232.89,225.17,226.05,3911857
2015-05-01,TSLA,229.94,231.77,220.41,226.03,5281689
2015-05-04,TSLA,228.18,234.73,227.11,230.51,4434596
2015-05-05,TSLA,237.76,239.5,229.13,232.95,5796873
2015-05-06,TSLA,234.1,234.47,228.2,230.43,5270933
2015-05-07,TSLA,221.0,237.48,220.25,236.8,9455909
2015-05-08,TSLA,235.99,238.41,233.7,236.61,4668236
2015-05-11,TSLA,236.29,242.88,235.31,239.49,5672262
2015-05-12,TSLA,240.11,246.35,238.19,244.74,6363429
2015-05-13,TSLA,247.61,248.3,242.25,243.18,5440165
2015-05-14,TSLA,244.82,244.89,241.25,244.1,2895936
2015-05-15,TSLA,243.93,249.4,242.5,248.84,4527563
2015-05-18,TSLA,247.0,249.9,246.0,248.75,3353212
2015-05-19,TSLA,248.43,251.0,246.15,247.14,3674231
2015-05-20,TSLA,247.13,247.74,241.37,244.35,3755569
2015-05-21,TSLA,243.03,246.62,242.36,245.62,1970643
2015-05-22,TSLA,245.38,248.6,245.01,247.73,2223089
2015-05-26,TSLA,247.68,252.0,246.5,247.46,3498682
2015-05-27,TSLA,248.51,249.5,245.55,247.43,3408200
2015-05-28,TSLA,247.03,251.8,245.05,251.45,3647283
2015-05-29,TSLA,251.0,252.87,249.43,250.8,3789283
2015-06-01,TSLA,251.41,251.6,247.47,249.45,2505057
2015-06-02,TSLA,248.92,249.4,246.3,248.35,2134809
2015-06-03,TSLA,248.2,250.72,247.01,248.99,1781505
2015-06-04,TSLA,247.5,249.3,245.71,245.92,2453615
2015-06-05,TSLA,246.0,249.7,245.68,249.14,3022026
2015-06-08,TSLA,250.85,258.75,250.31,256.29,5016997
2015-06-09,TSLA,255.4,257.74,254.14,256.0,2611146
2015-06-10,TSLA,251.9,254.0,248.5,250.7,3454453
2015-06-11,TSLA,253.26,254.37,250.43,251.41,2044058
2015-06-12,TSLA,250.21,253.46,250.21,250.69,1422335
2015-06-15,TSLA,249.7,251.28,246.01,250.38,2186175
2015-06-16,TSLA,250.13,253.44,249.09,253.12,1984678
2015-06-17,TSLA,252.17,264.36,252.02,260.41,5512920
2015-06-18,TSLA,262.0,263.46,260.02,261.89,2782703
2015-06-19,TSLA,262.4,263.8,260.1,262.51,2463013
2015-06-22,TSLA,262.15,264.4,255.69,259.79,4561079
2015-06-23,TSLA,260.32,268.0,258.57,267.67,3870818
2015-06-24,TSLA,266.98,267.35,263.72,265.17,2412293
2015-06-25,TSLA,266.45,271.41,265.25,268.79,2849204
2015-06-26,TSLA,268.89,269.11,266.0,267.09,3838434
2015-06-29,TSLA,261.95,265.95,260.7,262.02,3478909
2015-06-30,TSLA,264.8,270.92,264.0,268.26,3086935
2015-07-01,TSLA,271.11,272.62,267.85,269.15,2101224
2015-07-02,TSLA,280.19,282.45,273.31,280.02,7163930
2015-07-06,TSLA,278.88,281.69,276.3,279.72,4121933
2015-07-07,TSLA,275.0,275.2,260.77,267.88,6105126
2015-07-08,TSLA,259.32,260.8,254.31,254.96,6221077
2015-07-09,TSLA,259.08,262.95,256.79,257.92,3334077
2015-07-10,TSLA,262.22,263.0,257.82,259.15,2610858
2015-07-13,TSLA,262.25,262.55,256.05,262.16,2960319
2015-07-14,TSLA,262.1,265.99,260.51,265.65,1907641
2015-07-15,TSLA,266.74,267.49,262.08,263.14,2021621
2015-07-16,TSLA,264.22,267.2,263.16,266.68,1615961
2015-07-17,TSLA,272.5,275.54,268.25,274.66,5004099
2015-07-20,TSLA,275.0,286.65,272.54,282.26,4978454
2015-07-21,TSLA,270.05,273.5,266.55,266.77,6108686
2015-07-22,TSLA,261.27,269.44,260.86,267.87,3104960
2015-07-23,TSLA,269.65,269.9,265.27,267.2,2227239
2015-07-24,TSLA,267.38,271.09,263.92,265.41,2836498
2015-07-27,TSLA,262.43,264.43,250.79,253.01,4694192
2015-07-28,TSLA,255.75,265.4,251.84,264.82,3895808
2015-07-29,TSLA,264.27,267.89,262.0,263.82,2790095
2015-07-30,TSLA,262.69,266.94,262.11,266.79,2034560
2015-07-31,TSLA,267.6,269.36,265.12,266.15,2222552
2015-08-03,TSLA,266.29,266.71,257.07,259.99,2553474
2015-08-04,TSLA,260.01,266.72,258.34,266.28,2352530
2015-08-05,TSLA,263.58,271.0,260.4,270.13,6214319
2015-08-06,TSLA,249.54,255.0,236.12,246.13,14623754
2015-08-07,TSLA,243.58,243.73,238.39,242.51,5073390
2015-08-10,TSLA,238.15,242.97,236.05,241.14,4185860
2015-08-11,TSLA,237.15,239.3,234.44,237.37,4264939
2015-08-12,TSLA,235.0,239.77,232.74,238.17,3739157
2015-08-13,TSLA,239.86,246.48,239.12,242.51,4689182
2015-08-14,TSLA,247.24,247.93,241.77,243.15,4364810
2015-08-17,TSLA,255.56,256.59,250.51,254.99,7176690
2015-08-18,TSLA,255.38,260.95,253.56,260.72,4195035
2015-08-19,TSLA,260.33,260.65,255.02,255.25,3604282
2015-08-20,TSLA,252.06,254.56,241.9,242.18,4905757
2015-08-21,TSLA,236.0,243.8,230.51,230.77,6590234
2015-08-24,TSLA,202.79,231.4,195.0,218.87,9581585
2015-08-25,TSLA,230.52,230.9,219.12,220.03,4327294
2015-08-26,TSLA,227.93,228.0,215.51,224.84,4963042
2015-08-27,TSLA,231.0,244.75,230.81,242.99,7655959
2015-08-28,TSLA,241.86,251.45,241.57,248.48,5513673
2015-08-31,TSLA,245.62,254.95,245.51,249.06,4700232
2015-09-01,TSLA,240.34,246.0,236.97,238.63,5454765
2015-09-02,TSLA,245.3,247.88,239.78,247.69,4629174
2015-09-03,TSLA,252.06,252.08,245.0,245.57,4194772
